engine,model,block_size,input_len,output_len,avg,p10,p25,p50,p75,p90,p99
python,Qwen/Qwen2.5-14B-Instruct,16,32,128,5.260987822090586,5.26094377823174,5.2611380643211305,5.2616619579494,5.26369618717581,5.263994919508695,5.2644794817827645
python,Qwen/Qwen2.5-14B-Instruct,16,32,256,10.499116340341667,10.498283403739332,10.498519733548164,10.498864124529064,10.499108423478901,10.499623325280846,10.503398793209344
python,Qwen/Qwen2.5-14B-Instruct,16,32,512,21.076881877395014,21.080443187057973,21.080915444064885,21.0826188409701,21.084335878957063,21.085312695801257,21.08628608154133
python,Qwen/Qwen2.5-14B-Instruct,16,32,1024,42.659002175865076,42.66482208725065,42.665855734143406,42.670832184143364,42.67313759541139,42.67689566742629,42.68032690860331
python,Qwen/Qwen2.5-14B-Instruct,16,64,128,5.299511936369042,5.286321613751352,5.291696342639625,5.304171712137759,5.305233206599951,5.306281265057623,5.3084802043251695
python,Qwen/Qwen2.5-14B-Instruct,16,64,256,10.549527783878148,10.535964898951352,10.55183716956526,10.552351159974933,10.553171825129539,10.553864674270153,10.555095551162959
python,Qwen/Qwen2.5-14B-Instruct,16,64,512,21.15050989240408,21.138420497067273,21.142040075734258,21.155362180434167,21.15635212743655,21.15670719798654,21.158287868816405
python,Qwen/Qwen2.5-14B-Instruct,16,64,1024,42.78209094206492,42.76841380335391,42.77570852916688,42.785575879737735,42.789794110227376,42.79138811882585,42.796547400262206
python,Qwen/Qwen2.5-14B-Instruct,16,128,128,5.388178675062955,5.3754276391118765,5.37799485726282,5.393135758116841,5.394956388976425,5.39625380448997,5.397851215153932
python,Qwen/Qwen2.5-14B-Instruct,16,128,256,10.645421590097248,10.63471862450242,10.636658364441246,10.648905767127872,10.653630495071411,10.656363895535469,10.658188602421433
python,Qwen/Qwen2.5-14B-Instruct,16,128,512,21.284272131572166,21.268046408332886,21.27670921618119,21.28951226454228,21.29261413961649,21.29413847029209,21.295001206435263
python,Qwen/Qwen2.5-14B-Instruct,16,128,1024,42.97310333643109,42.958894066512585,42.971514279954135,42.974106390960515,42.97847975604236,42.9821801494807,42.98784902889282
python,Qwen/Qwen2.5-14B-Instruct,16,256,128,5.556653576282163,5.552266942150891,5.5543675809167325,5.557328294962645,5.558425590861589,5.560696906596422,5.564173070527613
